,Unnamed: 0.1,Unnamed: 0,Empresas,Endereços,Link Maps,Tipo,Latitude,Longitude
548,637,637,Montaraza Material Hidráulico e Ferragens Eireli,"Rua Cardoso de Morais, 429 - C e D - Ramos, Rio de Janeiro - RJ, 21032-000",https://www.google.com/maps/place/Montaraza+Material+Hidr%C3%A1ulico+e+Ferragens+Eireli/data=!4m7!3m6!1s0x997bff2987a963:0xf85402934e771d5!8m2!3d-22.8575886!4d-43.2575025!16s%2Fg%2F1tds7xz8!19sChIJY6mHKf97mQAR1XHnNClAhQ8?authuser=0&hl=pt-BR&rclk=1,Loja de materiais elétricos,-22.8575886,-43.2575025
549,639,639,Farolima Com de Materiais de C,"Av. Teixeira de Castro, 194 - Bonsucesso, Rio de Janeiro - RJ, 21040-010",https://www.google.com/maps/place/Farolima+Com+de+Materiais+de+C/data=!4m7!3m6!1s0x997bfe395eaa8d:0x1c53d32075d4fb1a!8m2!3d-22.858576!4d-43.2530384!16s%2Fg%2F1ptwy5lck!19sChIJjapeOf57mQARGvvUdSDTUxw?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.858576,-43.2530384
550,640,640,Libra Euro Ferragens Ltda.,"Av. dos Democráticos, 1580 - Bonsucesso, Rio de Janeiro - RJ, 21050-000",https://www.google.com/maps/place/Libra+Euro+Ferragens+Ltda./data=!4m7!3m6!1s0x997c1b38dcea17:0x303074a28bca445d!8m2!3d-22.870412!4d-43.258334!16s%2Fg%2F1tr18s_3!19sChIJF-rcOBt8mQARXUTKi6J0MDA?authuser=0&hl=pt-BR&rclk=1,Distribuidor de aço,-22.870412,-43.258334
551,641,641,Material de construção,"R. Raul Brunini, 56 - Bonsucesso, Rio de Janeiro - RJ, 21044-310",https://www.google.com/maps/place/Material+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x99795c6d696e0f:0xabbd617204007095!8m2!3d-22.8493141!4d-43.24604!16s%2Fg%2F11c5zr55y5!19sChIJD25pbVx5mQARlXAABHJhvas?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8493141,-43.24604
552,643,643,Officer material de construção,"R. Humboldt, 191 - Bonsucesso, Rio de Janeiro - RJ, 21050-140",https://www.google.com/maps/place/Officer+material+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997c1cb1ead0bb:0xda138e29511c597e!8m2!3d-22.8706469!4d-43.256386!16s%2Fg%2F1tddtdxv!19sChIJu9DqsRx8mQARflkcUSmOE9o?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8706469,-43.256386
553,644,644,Material de construção Efatá,"R. Teixeira Ribeiro, 678 - Bonsucesso, Rio de Janeiro - RJ, 21044-252",https://www.google.com/maps/place/Material+de+constru%C3%A7%C3%A3o+Efat%C3%A1/data=!4m7!3m6!1s0x9979119da7d837:0x7accd8000f053bca!8m2!3d-22.8558121!4d-43.2443043!16s%2Fg%2F11vch_m7qt!19sChIJN9innRF5mQARyjsFDwDYzHo?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8558121,-43.2443043
554,645,645,JPJC Ferragens,"R. Saint Hilaire, 90 - Bonsucesso, Rio de Janeiro - RJ, 21050-810",https://www.google.com/maps/place/JPJC+Ferragens/data=!4m7!3m6!1s0x997dff9d84e001:0x247a554bb8e53419!8m2!3d-22.8702607!4d-43.2556909!16s%2Fg%2F11sytz43wm!19sChIJAeCEnf99mQARGTTluEtVeiQ?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8702607,-43.2556909
555,646,646,Luan Ferragens e Ferramentas,"WhatsApp 21964472644 / 964820006 - Rua 7 de Março, 69 - Bonsucesso, Rio de Janeiro - RJ, 21043-030",https://www.google.com/maps/place/Luan+Ferragens+e+Ferramentas/data=!4m7!3m6!1s0x9979539b985fc3:0xef77a01432c5e2f0!8m2!3d-22.8599463!4d-43.2470333!16s%2Fg%2F1vd3x09s!19sChIJw1-Ym1N5mQAR8OLFMhSgd-8?authuser=0&hl=pt-BR&rclk=1,Loja de ferramentas,-22.8599463,-43.2470333
556,647,647,Lojão de Ramos Material de Construção Ltda,"R. Ouricuri, 111 - Ramos, Rio de Janeiro - RJ, 21030-010",https://www.google.com/maps/place/Loj%C3%A3o+de+Ramos+Material+de+Constru%C3%A7%C3%A3o+Ltda/data=!4m7!3m6!1s0x9979ca42493dd5:0x243a00a54189f3fd!8m2!3d-22.8432604!4d-43.2489487!16s%2Fg%2F11rhwkz6wh!19sChIJ1T1JQsp5mQAR_fOJQaUAOiQ?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8432604,-43.2489487
557,648,648,JOB Lar Materiais de Construção,"Rua Cardoso de Morais, 294 - Bonsucesso, Rio de Janeiro - RJ, 21032-000",https://www.google.com/maps/place/JOB+Lar+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997b5bbecc422f:0xd571ef8d12cf5125!8m2!3d-22.8601577!4d-43.2557124!16s%2Fg%2F11qnb0x600!19sChIJL0LMvlt7mQARJVHPEo3vcdU?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8601577,-43.2557124
558,649,649,Eletro Ferragens Diolino,"Av. Teixeira de Castro, 24 - Loja B - Bonsucesso, Rio de Janeiro - RJ, 21040-112",https://www.google.com/maps/place/Eletro+Ferragens+Diolino/data=!4m7!3m6!1s0x997c0070284c5f:0x85f5befb3f1e014!8m2!3d-22.8621873!4d-43.2538213!16s%2Fg%2F1tds7xz9!19sChIJX0wocAB8mQARFODxs-9bXwg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais elétricos,-22.8621873,-43.2538213
559,650,650,MATERIAL DE CONSTRUÇÃO FELISBELO FREIRE,"R. Felisbelo Freire, 322 - Loja A - Ramos, Rio de Janeiro - RJ, 21031-250",https://www.google.com/maps/place/MATERIAL+DE+CONSTRU%C3%87%C3%83O+FELISBELO+FREIRE/data=!4m7!3m6!1s0x997be517a62cd5:0xb1c9ea5c9ffd25cc!8m2!3d-22.8492819!4d-43.2603663!16s%2Fg%2F1tx16k_r!19sChIJ1SymF-V7mQARzCX9n1zqybE?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8492819,-43.2603663
560,651,651,Material de Construção e Bazar J.G.,"Estr. de Itararé, 825 - Ramos, Rio de Janeiro - RJ, 21061-240",https://www.google.com/maps/place/Material+de+Constru%C3%A7%C3%A3o+e+Bazar+J.G./data=!4m7!3m6!1s0x997dd4a80b2857:0x247db8e2899af0d8!8m2!3d-22.8638992!4d-43.2684541!16s%2Fg%2F11sc3_n40j!19sChIJVygLqNR9mQAR2PCaieK4fSQ?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8638992,-43.2684541
561,652,652,INBRASHOW,"Lojas B e C - Av. Teixeira de Castro, 266 - Bonsucesso, Rio de Janeiro - RJ, 21040-010",https://www.google.com/maps/place/INBRASHOW/data=!4m7!3m6!1s0x997bfdf8a2a589:0x18f84fb17e341af6!8m2!3d-22.8570205!4d-43.2521362!16s%2Fg%2F1ptyjwyw2!19sChIJiaWi-P17mQAR9ho0frFP-Bg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8570205,-43.2521362
562,653,653,Fernanda Material de Construção,"Av. Teixeira de Castro, 619 - Ramos, Rio de Janeiro - RJ, 21040-103",https://www.google.com/maps/place/Fernanda+Material+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x9979590d895f59:0x61f1496065d34391!8m2!3d-22.8508551!4d-43.2487726!16s%2Fg%2F1q5ccfxrk!19sChIJWV-JDVl5mQARkUPTZWBJ8WE?authuser=0&hl=pt-BR&rclk=1,Fornecedor de materiais de construção,-22.8508551,-43.2487726
563,654,654,Ferragens Canitar,"R. Manoel Maurício, 42 - Complexo do Alemão, Rio de Janeiro - RJ, 20765-295",https://www.google.com/maps/place/Ferragens+Canitar/data=!4m7!3m6!1s0x997c64890706ed:0xbaae1b4e3ba2a27a!8m2!3d-22.8627835!4d-43.2852662!16s%2Fg%2F11csrxx535!19sChIJ7QYHiWR8mQAReqKiO04brro?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8627835,-43.2852662
564,655,655,Casa do Alemão Material de Construção e Ferragens Ltda,"R. Canitar, 601 - Inhaúma, Rio de Janeiro - RJ, 20766-200",https://www.google.com/maps/place/Casa+do+Alem%C3%A3o+Material+de+Constru%C3%A7%C3%A3o+e+Ferragens+Ltda/data=!4m7!3m6!1s0x997d8b5e568c1d:0x28cbb30fcc975cfe!8m2!3d-22.8619921!4d-43.2857832!16s%2Fg%2F11q3_j21sj!19sChIJHYxWXot9mQAR_lyXzA-zyyg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8619921,-43.2857832
565,656,656,Mm&Jm Materiais de Construção Ltda - Me,"R. Porena, 198 - Ramos, Rio de Janeiro - RJ, 21040-140",https://www.google.com/maps/place/Mm%26Jm+Materiais+de+Constru%C3%A7%C3%A3o+Ltda+-+Me/data=!4m7!3m6!1s0x9979577d6d7013:0xd2aa44222c6081b1!8m2!3d-22.8537451!4d-43.2494271!16s%2Fg%2F11g6hw85t0!19sChIJE3BtfVd5mQARsYFgLCJEqtI?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8537451,-43.2494271
566,657,657,General da construção,"R. Canitar, 523 - Inhaúma, Rio de Janeiro - RJ, 20766-200",https://www.google.com/maps/place/General+da+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997dade17d80b7:0xe7232e728c2bf66!8m2!3d-22.8635803!4d-43.2859342!16s%2Fg%2F11hds4s7bj!19sChIJt4B94a19mQARZr_CKOcycg4?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8635803,-43.2859342
567,658,658,Petrofix Parafusos e Ferramentas,"R. da Regeneração, 20 - Bonsucesso, Rio de Janeiro - RJ, 21040-170",https://www.google.com/maps/place/Petrofix+Parafusos+e+Ferramentas/data=!4m7!3m6!1s0x997954cc950389:0x8c818ca2d9b069d9!8m2!3d-22.8631494!4d-43.2488665!16s%2Fg%2F1xg5tx7y!19sChIJiQOVzFR5mQAR2Wmw2aKMgYw?authuser=0&hl=pt-BR&rclk=1,Loja de ferramentas,-22.8631494,-43.2488665
568,659,659,Material de construção do seu Zé,"R. Dr. Noguchi, 136 Loja - Bonsucesso, Rio de Janeiro - RJ, 21060-420",https://www.google.com/maps/place/Material+de+constru%C3%A7%C3%A3o+do+seu+Z%C3%A9/data=!4m7!3m6!1s0x997dc66e7ccfc7:0x1cd6e324fc7941f0!8m2!3d-22.8607457!4d-43.2614077!16s%2Fg%2F11jgg3cry6!19sChIJx898bsZ9mQAR8EF5_CTj1hw?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8607457,-43.2614077
569,660,660,Femacom,"R. da Regeneração, 563 - Bonsucesso, Rio de Janeiro - RJ, 21040-170",https://www.google.com/maps/place/Femacom/data=!4m7!3m6!1s0x99795699587b4b:0xa4a3862d23f6f2e3!8m2!3d-22.8580786!4d-43.2489646!16s%2Fg%2F1tf3crvj!19sChIJS3tYmVZ5mQAR4_L2Iy2Go6Q?authuser=0&hl=pt-BR&rclk=1,Loja de madeiras,-22.8580786,-43.2489646
570,661,661,CALIMAN LAMINADOS E MADEIRAS,"Av. Paris, 370 - Bonsucesso, Rio de Janeiro - RJ, 21041-020",https://www.google.com/maps/place/CALIMAN+LAMINADOS+E+MADEIRAS/data=!4m7!3m6!1s0x997eaa6cb2f6e3:0x9dcea696a1a2c251!8m2!3d-22.8662766!4d-43.2512648!16s%2Fg%2F1tcw4vl6!19sChIJ4_aybKp-mQARUcKioZamzp0?authuser=0&hl=pt-BR&rclk=1,Loja de madeiras,-22.8662766,-43.2512648
571,663,663,Marcelo Materiais de Construção,"Rua Joaquim de Queiroz, 36 - Complexo do Alemão, Rio de Janeiro - RJ, 21061-610",https://www.google.com/maps/place/Marcelo+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997c0ba72ee59f:0x3b13c24dec07a201!8m2!3d-22.8597515!4d-43.2689479!16s%2Fg%2F11byflm6m_!19sChIJn-Uupwt8mQARAaIH7E3CEzs?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8597515,-43.2689479
572,664,664,Mirene Material de Construção Elétrico e Hidráulico Ltda,"Rua Manuel Fontenele, 58 - loja A - Higienópolis, Rio de Janeiro - RJ, 21051-520",https://www.google.com/maps/place/Mirene+Material+de+Constru%C3%A7%C3%A3o+El%C3%A9trico+e+Hidr%C3%A1ulico+Ltda/data=!4m7!3m6!1s0x997c1bac260f47:0x3830f832da36cf17!8m2!3d-22.872254!4d-43.2586006!16s%2Fg%2F1txc87mp!19sChIJRw8mrBt8mQARF8822jL4MDg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.872254,-43.2586006
573,665,665,Material de Construção,"R. Projetada G, 95 - Bonsucesso, Rio de Janeiro - RJ, 20021-180",https://www.google.com/maps/place/Material+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997fe3cff9d04d:0x9a05b4272d6abfe2!8m2!3d-22.8731415!4d-43.2370041!16s%2Fg%2F11fq_znxvf!19sChIJTdD5z-N_mQAR4r9qLSe0BZo?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8731415,-43.2370041
574,666,666,CityLar Materiais de Construção - Olaria (Pintolar das Tintas),"Rua João Rego, 264 Pintolar - Olaria, Rio de Janeiro - RJ, 21073-160",https://www.google.com/maps/place/CityLar+Materiais+de+Constru%C3%A7%C3%A3o+-+Olaria+%28Pintolar+das+Tintas%29/data=!4m7!3m6!1s0x997be5d3114609:0x5b97132adf4394e7!8m2!3d-22.8521705!4d-43.2719534!16s%2Fg%2F1ptwz8pjp!19sChIJCUYR0-V7mQAR55RD3yoTl1s?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8521705,-43.2719534
575,667,667,"Fast Drywall & Steel Frame Bonsucesso: Placa, Gesso, Forro em Rio de Janeiro, RJ","Av. Brasil, 6281 - Bonsucesso, Rio de Janeiro - RJ, 21040-360","https://www.google.com/maps/place/Fast+Drywall+%26+Steel+Frame+Bonsucesso:+Placa,+Gesso,+Forro+em+Rio+de+Janeiro,+RJ/data=!4m7!3m6!1s0x9979697c90e0d7:0x78f3260bd51ae8e9!8m2!3d-22.8580226!4d-43.2481815!16s%2Fg%2F11h2dj5pfn!19sChIJ1-CQfGl5mQAR6ega1Qsm83g?authuser=0&hl=pt-BR&rclk=1",Loja de materiais de construção,-22.8580226,-43.2481815
576,668,668,MDF MATERIAIS DE CONSTRUÇÃO,"R. Porena, 205 - Ramos, Rio de Janeiro - RJ, 21040-140",https://www.google.com/maps/place/MDF+MATERIAIS+DE+CONSTRU%C3%87%C3%83O/data=!4m7!3m6!1s0x9979590ce72d07:0xe78dda7ae488f603!8m2!3d-22.853674!4d-43.249239!16s%2Fg%2F1pt_04q37!19sChIJBy3nDFl5mQARA_aI5Hrajec?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.853674,-43.249239
577,669,669,Bazar Parque União RJ,"Rua Roberto da Silveira 21 - Ramos, Rio de Janeiro - RJ, 21040-180",https://www.google.com/maps/place/Bazar+Parque+Uni%C3%A3o+RJ/data=!4m7!3m6!1s0x99795bb99988b5:0x94f8bd9b3a04f485!8m2!3d-22.8516467!4d-43.2458592!16s%2Fg%2F11c67v4075!19sChIJtYiZuVt5mQARhfQEOpu9-JQ?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8516467,-43.2458592
578,670,670,GUANABARA Home,"R. João Torquato, 180 - Bonsucesso, Rio de Janeiro - RJ, 21032-150",https://www.google.com/maps/place/GUANABARA+Home/data=!4m7!3m6!1s0x997bfe028b5969:0xd5c5e39b66fb4122!8m2!3d-22.8578371!4d-43.2522231!16s%2Fg%2F11vwyr3r9w!19sChIJaVmLAv57mQARIkH7ZpvjxdU?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8578371,-43.2522231
579,672,672,"ConstruPro - Marmoraria, Material de Construção & Utilidades do Lar","Rua Cardoso de Morais, 600 - Bonsucesso, Rio de Janeiro - RJ, 21032-000","https://www.google.com/maps/place/ConstruPro+-+Marmoraria,+Material+de+Constru%C3%A7%C3%A3o+%26+Utilidades+do+Lar/data=!4m7!3m6!1s0x997bfa27a93849:0xbb00e1743749195d!8m2!3d-22.8545998!4d-43.2600123!16s%2Fg%2F1vg_f227!19sChIJSTipJ_p7mQARXRlJN3ThALs?authuser=0&hl=pt-BR&rclk=1",Loja de materiais de construção,-22.8545998,-43.2600123
580,673,673,Shopping das Esquadrias,"R. André Pinto, 201 - Ramos, Rio de Janeiro - RJ, 21031-790",https://www.google.com/maps/place/Shopping+das+Esquadrias/data=!4m7!3m6!1s0x997bfcb4fd8a33:0x9fa71f983b9f2a03!8m2!3d-22.8514501!4d-43.2559553!16s%2Fg%2F1wf39v87!19sChIJM4r9tPx7mQARAyqfO5gfp58?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8514501,-43.2559553
581,676,676,Solumar Laminados de Madeiras e Materiais de Construção Ltda,"R. Uranos, 1114 - Ramos, Rio de Janeiro - RJ, 21060-424",https://www.google.com/maps/place/Solumar+Laminados+de+Madeiras+e+Materiais+de+Constru%C3%A7%C3%A3o+Ltda/data=!4m7!3m6!1s0x997b1a02b5e129:0x6a16bdd5488e3455!8m2!3d-22.8533286!4d-43.2621127!16s%2Fg%2F11s8_mjs4s!19sChIJKeG1Ahp7mQARVTSOSNW9Fmo?authuser=0&hl=pt-BR&rclk=1,Loja de madeiras,-22.8533286,-43.2621127
582,677,677,GS Ferramentas Industriais,"R. Pesqueira, 159 - Bonsucesso, Rio de Janeiro - RJ, 21041-150",https://www.google.com/maps/place/GS+Ferramentas+Industriais/data=!4m7!3m6!1s0x997f6fb030f7b7:0xf230bd484f3cfede!8m2!3d-22.8699051!4d-43.2505386!16s%2Fg%2F1tfmdg5n!19sChIJt_cwsG9_mQAR3v48T0i9MPI?authuser=0&hl=pt-BR&rclk=1,Loja de ferramentas,-22.8699051,-43.2505386
583,678,678,4 JOTAS,"R. Maria Rodrigues, 8 - Olaria, Rio de Janeiro - RJ, 21031-490",https://www.google.com/maps/place/4+JOTAS/data=!4m7!3m6!1s0x997be429dcbcd5:0x1971ed7bfe4bb0d7!8m2!3d-22.8455919!4d-43.2589354!16s%2Fg%2F1ptwqxst1!19sChIJ1bzcKeR7mQAR17BL_nvtcRk?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8455919,-43.2589354
584,679,679,MEGA LAJE MATERIAIS DE CONSTRUÇÃO EIRELI,"Rua Diomedes Trota, 323 - Ramos, Rio de Janeiro - RJ, 21060-010",https://www.google.com/maps/place/MEGA+LAJE+MATERIAIS+DE+CONSTRU%C3%87%C3%83O+EIRELI/data=!4m7!3m6!1s0x997bf6f36b8cd9:0x6e46be8e07ec688!8m2!3d-22.8550453!4d-43.2653168!16s%2Fg%2F11csp_ly93!19sChIJ2Yxr8_Z7mQARiMZ-4Ohr5AY?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8550453,-43.2653168
585,680,680,Shopping Construir,"Estr. do Engenho da Pedra, 1088 - Ramos, Rio de Janeiro - RJ, 21031-030",https://www.google.com/maps/place/Shopping+Construir/data=!4m7!3m6!1s0x997be5d36fffff:0xc8325478f4a9b9e!8m2!3d-22.8457042!4d-43.2595191!16s%2Fg%2F11qz8kgsqm!19sChIJ__9v0-V7mQARnptKj0clgww?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8457042,-43.2595191
586,681,681,Local Ferragens,"Estrada Adhemar Bebiano, 3945 - Esbelecimento A - Engenho da Rainha, Rio de Janeiro - RJ, 20765-171",https://www.google.com/maps/place/Local+Ferragens/data=!4m7!3m6!1s0x997c8af9c2ba79:0x7f82c2b1dbe51715!8m2!3d-22.8654474!4d-43.29269!16s%2Fg%2F11bx2g9bkp!19sChIJebrC-Yp8mQARFRfl27HCgn8?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8654474,-43.29269
587,682,682,valerio e filhos materiais de construção,"Rua Antônio Austregésilo, 361 - Inhaúma, Rio de Janeiro - RJ, 21061-300",https://www.google.com/maps/place/valerio+e+filhos+materiais+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997c6c3012303d:0x6e5298a6b6799b3b!8m2!3d-22.8656331!4d-43.2788031!16s%2Fg%2F1hdznh5bn!19sChIJPTASMGx8mQARO5t5tqaYUm4?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8656331,-43.2788031
588,683,683,Dispac Parafusos e Ferramentas Ltda,"Av. Guilherme Maxwel, 413 - Bonsucesso, Rio de Janeiro - RJ, 21042-111",https://www.google.com/maps/place/Dispac+Parafusos+e+Ferramentas+Ltda/data=!4m7!3m6!1s0x997eaac0ced979:0x3e1d6aa494ed917c!8m2!3d-22.8636579!4d-43.2509035!16s%2Fg%2F1tfc7vbq!19sChIJednOwKp-mQARfJHtlKRqHT4?authuser=0&hl=pt-BR&rclk=1,Fornecedora de parafusos,-22.8636579,-43.2509035
589,684,684,Nicole Materiais de Construção,"R. Mario Ferreira, 349 - Engenho da Rainha, Rio de Janeiro - RJ, 20761-260",https://www.google.com/maps/place/Nicole+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997cf155f23ea9:0xef3926ce6adf5595!8m2!3d-22.8714999!4d-43.2960464!16s%2Fg%2F11c502wf0d!19sChIJqT7yVfF8mQARlVXfas4mOe8?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8714999,-43.2960464
590,685,685,TMC Inhaúma,"Av. Itaóca, 2926 - Inhaúma, Rio de Janeiro - RJ, 21061-020",https://www.google.com/maps/place/TMC+Inha%C3%BAma/data=!4m7!3m6!1s0x997c4260886c15:0xbdbcd73961e23e4a!8m2!3d-22.8733469!4d-43.2785522!16s%2Fg%2F1td1fm_5!19sChIJFWyIYEJ8mQARSj7iYTnXvL0?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8733469,-43.2785522
591,686,686,CMC Carioca Materiais de Construção,"Rua Cardoso de Morais, 598 - Ramos, Rio de Janeiro - RJ, 21032-000",https://www.google.com/maps/place/CMC+Carioca+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997bfa2879fc19:0x48bc92029e25b5bb!8m2!3d-22.854589!4d-43.2599896!16s%2Fg%2F1ptwxd7ym!19sChIJGfx5KPp7mQARu7UlngKSvEg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.854589,-43.2599896
592,687,687,LA PRA CASA MATERIAIS DE CONSTRUÇÃO LOJA 02,"R. Angélica Mota, 440 B - Olaria, Rio de Janeiro - RJ, 21021-490",https://www.google.com/maps/place/LA+PRA+CASA+MATERIAIS+DE+CONSTRU%C3%87%C3%83O+LOJA+02/data=!4m7!3m6!1s0x997b003f1da57d:0x20dd0defb7d64400!8m2!3d-22.8464161!4d-43.2650458!16s%2Fg%2F11vybkpg5t!19sChIJfaUdPwB7mQARAETWt-8N3SA?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8464161,-43.2650458
593,688,688,Material De Construção Tomaz,"R. Dona Emília, 170 - Inhaúma, Rio de Janeiro - RJ, 20765-110",https://www.google.com/maps/place/Material+De+Constru%C3%A7%C3%A3o+Tomaz/data=!4m7!3m6!1s0x997c5da7be4295:0xcd085b3ef0110d7b!8m2!3d-22.872239!4d-43.283717!16s%2Fg%2F11j8lr567k!19sChIJlUK-p118mQARew0R8D5bCM0?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.872239,-43.283717
594,689,689,CONSTRULAR MATERIAIS PARA CONSTRUÇAO,"R. Ari Leão, 119 - Ramos, Rio de Janeiro - RJ, 21040-005",https://www.google.com/maps/place/CONSTRULAR+MATERIAIS+PARA+CONSTRU%C3%87AO/data=!4m7!3m6!1s0x99795c9ed528d5:0x8781cfa5c4b0facb!8m2!3d-22.8503811!4d-43.2438273!16s%2Fg%2F11j3x145jc!19sChIJ1SjVnlx5mQARy_qwxKXPgYc?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8503811,-43.2438273
595,690,690,Regidal Madeiras,"R. Praia de Inhaúma, 318 - Bonsucesso, Rio de Janeiro - RJ, 21042-130",https://www.google.com/maps/place/Regidal+Madeiras/data=!4m7!3m6!1s0x99794d17e85caf:0xde758774dcefbca!8m2!3d-22.8662363!4d-43.2418922!16s%2Fg%2F1tcy5jg5!19sChIJr1zoF015mQARyvvOTXdY5w0?authuser=0&hl=pt-BR&rclk=1,Loja de madeiras,-22.8662363,-43.2418922
596,692,692,ASSALIM Drywall e Fixação,"Av. Nova York, 333 - Bonsucesso, Rio de Janeiro - RJ, 21041-040",https://www.google.com/maps/place/ASSALIM+Drywall+e+Fixa%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997fad881a541f:0xf5b27aec42fac643!8m2!3d-22.864645!4d-43.251461!16s%2Fg%2F11tg2_wbc5!19sChIJH1QaiK1_mQARQ8b6Qux6svU?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.864645,-43.251461
597,693,693,Construteto Materiais de Construção,"R. Tamiarana, 18 - Higienópolis, Rio de Janeiro - RJ, 21051-060",https://www.google.com/maps/place/Construteto+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997c16f4db7461:0x462f12372d5879c8!8m2!3d-22.8742904!4d-43.2654303!16s%2Fg%2F11g69zlr7q!19sChIJYXTb9BZ8mQARyHlYLTcSL0Y?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8742904,-43.2654303
598,694,694,Cigana materiais de construção,"Rua João Rêgo, 140 - Olaria, Rio de Janeiro - RJ, 21073-160",https://www.google.com/maps/place/Cigana+materiais+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997bf372bb1d13:0x98aa44cecb4e8205!8m2!3d-22.85036!4d-43.2696387!16s%2Fg%2F11f2dt7lcb!19sChIJEx27cvN7mQARBYJOy85Eqpg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.85036,-43.2696387
599,695,695,Fercortec,"Av. Guilherme Maxwel, 547 - Bonsucesso, Rio de Janeiro - RJ, 21042-110",https://www.google.com/maps/place/Fercortec/data=!4m7!3m6!1s0x997c01bb38c583:0xacb83abe309a90b5!8m2!3d-22.8655098!4d-43.2535512!16s%2Fg%2F1td2ckfv!19sChIJg8U4uwF8mQARtZCaML46uKw?authuser=0&hl=pt-BR&rclk=1,Loja de ferramentas,-22.8655098,-43.2535512
600,696,696,Ferragens Jograsi,"Estrada Adhemar Bebiano, 3186 - Inhaúma, Rio de Janeiro - RJ, 20766-720",https://www.google.com/maps/place/Ferragens+Jograsi/data=!4m7!3m6!1s0x997c678fbf4d61:0xcc5bc03f20d62447!8m2!3d-22.867061!4d-43.287151!16s%2Fg%2F1tzgkw57!19sChIJYU2_j2d8mQARRyTWID_AW8w?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.867061,-43.287151
